,id,rid,uid,gid,context,stimuli,response,created_at,published,tid,detailedness,novelty,usefulness,context_features,response_features,stimuli_features,combined_features,context_cluster,response_cluster,stimuli_cluster,stimuli_triples,response_triples,context_triples
43,83,9,63,41,"The person is not preconfigured as an authorized user (homeowner or close friend), and the homeowner has set the system to them being out of town.",A person is detected walking outside the home after dark by motion detectors.,"All outside lights come on at full levels, the owner is notified via a preconfigured notification, and emergency communications are sent (preconfigured options include neighbors, police, etc.)  External doors are automatically locked.",2016-08-10 23:21:48,1,83,0.0,4.5,4.0,"[-0.82643366 -1.0515435  -0.12107577 ... -0.37217554 -1.253787
  0.9733734 ]","[-0.27364346 -1.5924597  -0.11162654 ...  0.8797241  -0.9931223
 -0.6001625 ]","[-0.2271092  -0.25447416 -0.512469   ...  0.75264007 -0.3355607
  0.09981927]",[-1.3271863 -2.8984773 -0.7451713 ...  1.2601886 -2.58247    0.4730302],1,2,12,[],[],[]
44,88,10,51,38,"It is night time and players want to have an immersive experience to deeply feel the mood of the game, while guest person wears eyeglasses due to his/her visual impairment.",Playing an horror video game on TV with game console with a guest.,"Lights should dim and brighten and accordingly change color on a scale based on intensity of movements, sound level, considering their frequency while playing the game, although it becomes harder for the guest to see objects around due to low light level inside.",2016-08-11 06:42:46,1,88,5.0,5.0,4.0,"[-1.6156002   0.8312991  -0.147771   ...  0.9691086  -1.0335007
 -0.14608862]","[-0.32387635  0.42506054  0.76509446 ...  0.5631933  -0.8402863
  0.11447015]","[ 0.22677799 -0.18889184 -0.48766577 ... -0.02723652 -0.15929583
 -0.59211546]","[-1.7126986   1.0674678   0.12965769 ...  1.5050654  -2.0330827
 -0.6237339 ]",13,5,14,[],[],[]
45,89,8,51,38,"Night time, it is a horror movie, and dark mood is essential for the environment in order to get deep in the atmosphere. There is risk to trip over the floor, at the expense of not disturbing others by light but extra commotion.","A friend walks into the home theater room, returning from outside, while others continue watching cinema.","Lights should turn on since it is dark and bears risk for health, regardless of who is inside or type of action ongoing in the room.",2016-08-11 06:59:25,1,89,5.0,5.0,3.5,"[-0.42201027  0.48626405  0.8357972  ...  0.523711   -0.07352064
 -0.05407706]","[-0.01068147  0.74339414  0.21463448 ...  0.49137026 -0.37958774
 -0.48773155]","[ 1.0498097  -0.15744682 -0.7831064  ...  0.58099383 -1.0531229
  0.73765963]","[ 0.61711794  1.0722114   0.26732528 ...  1.596075   -1.5062313
  0.195851  ]",22,12,14,[],[],[]
46,91,7,65,41,"Device was set into Wife is mad at me"" mode""",Someone is sleeping on the couch and sometimes moving or snoring,Device does not turn back lights again.,2016-08-11 09:35:29,1,91,3.5,4.5,3.5,"[-0.8803596  -0.15811585 -0.31547874 ...  0.79253495 -1.2756356
 -0.40528122]","[ 0.00416663 -0.09219881 -0.39002448 ...  0.6255741  -0.40516233
 -0.79365075]","[-0.5117393  -0.09590264 -0.57452023 ... -0.017208    0.8508144
  0.5949937 ]","[-1.3879323  -0.3462173  -1.2800235  ...  1.4009011  -0.82998353
 -0.6039382 ]",21,6,0,"[['Someone', 'sleeping', 'couch']]",[],"[['Device', 'set', 'Wife']]"
47,93,10,65,41,Homeowner is cooking food. This is sent by oven to lights.,"Homeowner is in the kitchen, making noise and tuning on oven.",Lights are turned on maximum so he can make food without problems.,2016-08-11 09:43:41,1,93,0.0,2.5,3.5,"[ 0.8886564   0.38058513 -0.57913893 ... -0.4940471  -1.7025964
 -0.0687326 ]","[-0.08865063  0.40218085 -1.1386558  ...  0.7265082  -1.3814931
  0.5193369 ]","[ 0.43013138 -0.5093518  -0.6053003  ... -0.85005116 -2.0452735
 -0.31215343]","[ 1.2301372   0.2734142  -2.3230948  ... -0.6175901  -5.129363
  0.13845086]",16,9,20,[],[],[]
48,96,7,68,43,There is nobody else in the room. The lights are preconfigured to turn off in 20 minutes after the last movement or noise occurs in the room.,"I leave the room.
",The lights should automatically fade off in 20 minutes.,2016-08-11 14:43:57,1,96,4.0,1.5,2.5,"[ 0.46980435 -0.25316572  0.6811841  ...  1.2630183   0.27799252
 -0.30529216]",[0.35328984 0.6368613  0.79495925 ... 1.2414187  0.6167684  0.33418038],"[-0.09621416 -0.82625854 -0.3820137  ...  0.18045959  0.61829364
 -0.3445232 ]","[ 0.72688    -0.44256294  1.0941297  ...  2.6848965   1.5130546
 -0.31563494]",6,11,13,[],[],[]
49,99,8,68,43,"This evening I'm not alone or I don't live alone at all. My partner is sleeping in this room. I don't want to disturb them with the lights getting turned on on me entering the room. The lights in the room are preconfigured to turn on of there is a movement in the doorway in the evening, but they are also configured to ignore such movement if Sleep time"" mode is chosen. Turning on ""Sleep time"" mode for the upcoming evening or the date range of evenings can be programmed in advance.",",I walk into a dark room, but I choose ""Sleep time"" mode before entering the room if it's not already active.",The lights should stay off.,2016-08-11 14:48:42,1,99,-1.0,4.5,5.0,"[ 0.2537093  -0.6577046  -1.0467613  ...  0.9019627  -0.27504948
  0.02319189]","[-0.06249592 -0.6150036  -0.60870814 ...  0.08572444 -0.44130155
  0.34679472]","[-0.07641638 -0.6470758  -0.35736075 ...  0.5138279  -0.24591942
 -0.66759336]","[ 0.114797   -1.919784   -2.0128303  ...  1.501515   -0.9622705
 -0.29760677]",14,7,5,[],[],[]
50,100,9,68,43,It's dark outside the house; the lights that are closer to the windows are preconfigured to turn on if there is a movement outside those particular windows and go off in 15 minutes from the moment the movement stops.,Somebody approaches the house.,The lights that are closer to the windows that are closer to the approaching person should automatically turn on. They should go off in 15 minutes from the moment the movement outside the house stops.,2016-08-11 14:49:34,1,100,0.0,4.0,3.5,"[-0.87757707  0.34627983 -0.02671087 ...  0.74235135 -0.36786023
  0.37943265]","[-0.5823925   0.5135829   0.26036003 ...  0.5002718  -0.7396953
  0.34235054]","[ 1.5931642  -0.64117485 -0.73330206 ... -0.43637717 -1.5329269
  0.9414475 ]","[ 0.13319463  0.21868786 -0.4996529  ...  0.806246   -2.6404824
  1.6632307 ]",6,2,1,[],[],[]
51,102,10,68,43,"It's evening; the lights are preconfigured to get bright if there is a movement on the bookshelves of the bookcase in the evening OR if I choose Reading"" mode manually on the lights' control device.",I get the book from the bookcase.,",The lights should get bright enough for me to read the book comfortably.",2016-08-11 14:52:22,1,102,5.0,4.5,4.5,"[ 0.20312987  1.3757715  -1.035394   ...  1.419674   -1.1358056
 -1.1849598 ]","[-0.05644487  0.5807805  -1.1159551  ...  1.1331981  -1.2432814
 -0.09105421]","[ 0.36412275  0.36681825 -0.86888814 ...  0.6144186   0.05878095
 -0.18546677]","[ 0.51080775  2.3233702  -3.0202372  ...  3.1672907  -2.320306
 -1.4614807 ]",14,13,21,[],[],[]
52,104,10,68,43,It's nighttime. People in the room don't want the lights react to the appearance or absence of the movement in the room. The lights are preconfigured to go dim when Romance mode is chosen and stay in this mode until another mode is chosen manually on the lights' control device. Romance mode can be be chosen for the upcoming evening or date range of evenings in advance.,People in the room are going to have sex and choose Romance mode of the lights (on the control panel or by tapping a particular part of the wall or select it in advance for this particular evening or date range of evenings).,The lights should go dim until another mode is chosen manually on the lights' control device.,2016-08-11 14:55:33,1,104,5.0,5.0,5.0,"[ 0.1336272  -0.24799648 -0.57117766 ...  1.1774377  -1.0991905
 -0.16091977]","[ 0.16743699  1.4147302   0.11122692 ...  0.8791235  -1.312741
 -0.40414184]","[ 1.3566372   0.98999465 -0.2006138  ...  1.4541042  -1.0553073
 -1.1390386 ]","[ 1.6577014   2.1567283  -0.66056454 ...  3.5106652  -3.4672387
 -1.7041001 ]",6,24,6,[],[],[]
53,106,8,71,43,they step inside the room with both of their hands filled with groceries,it is night time and my roommate has just come home after a long day at work.,the house automatically turns on the lights when they walk inside the room.,2016-08-11 19:52:15,1,106,0.0,2.0,4.0,"[ 0.9345896  -0.6202189  -0.69470537 ...  0.27919668  0.7944662
 -0.27103627]","[ 0.37179098 -0.21284392 -0.25018996 ...  0.4386921  -1.1063429
 -0.2997384 ]","[ 0.0827089   0.27312216 -1.4843752  ...  0.7889761   0.03397333
  0.17605476]","[ 1.3890895  -0.55994064 -2.4292705  ...  1.5068648  -0.27790338
 -0.3947199 ]",10,15,18,[],[],"[['they', 'filled', 'groceries']]"
54,107,9,71,43,there is a person outside of my house who is not the same shape or size as me,I am away from my house on vacation.there is movement outside of my house ,the home should automatically turn on some of the lights to scare off potential intruders and to show someone is home.,2016-08-11 19:55:03,1,107,3.5,4.5,4.5,"[ 0.34440276 -1.021255   -0.4441196  ...  0.5509073  -1.3746648
  0.26338595]","[ 0.39964294 -0.05291323  0.00863289 ...  0.18170577 -0.7334491
  0.2991988 ]","[-0.5149589  -0.6099838  -0.20936497 ... -0.48713323 -1.7318904
 -0.5988991 ]","[ 0.22908679 -1.684152   -0.6448517  ...  0.24547985 -3.8400044
 -0.03631437]",5,2,7,"[['I', 'am', 'vacation'], ['there', 'is', 'movement']]",[],"[['there', 'is', 'shape']]"
55,108,10,71,43,the amount of electronics that I have going in the background should be sensed by the house and should be able to figure out the amount of brightness the tv and computer screen causes.,i turn on my television as I get inside my house. I then turn on my computer and put on some music in the background .,The home should adjust the brightness up to fit the amount of screen electronics that I have on.,2016-08-11 19:58:25,1,108,4.0,5.0,4.5,"[ 0.78980243  0.34595066 -0.78900146 ...  0.51583844 -0.96756023
 -0.5532546 ]","[ 0.68994415  0.41391024 -0.63709486 ...  0.9599377  -2.1064289
  0.03593124]","[ 0.71346027 -0.44803086  0.09749963 ...  0.52576464 -0.81581223
 -0.56098855]","[ 2.1932068   0.31183004 -1.3285967  ...  2.0015407  -3.8898013
 -1.0783119 ]",2,24,14,[],[],[]
56,110,9,71,43,"I get to the driveway of my house and stand there for a bit talking on the phone.my body shape and size,and along with vocal patterns are authorized","I come home early from a business trip,it is dark outside",The house should not turn on any lights.,2016-08-11 20:04:06,1,110,0.0,3.5,3.0,"[ 0.23789467 -0.83449507 -0.35438195 ...  0.24473827 -2.0198119
 -0.23581213]","[-0.01451726 -0.32497397 -0.5434936  ...  0.11664224 -0.5080499
  0.08655504]","[ 0.29502976  1.1437399  -0.8528255  ... -0.2468951   0.11256135
 -0.43083274]","[ 0.51840717 -0.0157291  -1.7507011  ...  0.1144854  -2.4153004
 -0.5800898 ]",10,7,18,[],[],[]
57,111,10,71,43,as long as i am in the room with them the house will recognize my body and vocal patterns.,me and my friends which are three people came into my bedroom to play video games.,the room will fix the lighting in the room depending on how many people are in the room.,2016-08-11 20:40:36,1,111,4.5,4.5,3.0,"[-1.0378884  -0.02953793 -0.6026733  ...  0.3291465  -0.8845608
  0.28668985]","[ 0.79899585  0.81253433  0.30874166 ...  1.4195067  -1.3810439
 -1.0036919 ]","[ 0.34811062 -0.61237115 -0.178297   ... -0.02256427 -0.6322131
  0.2665524 ]","[ 0.10921806  0.17062527 -0.47222862 ...  1.7260889  -2.8978179
 -0.4504497 ]",10,24,14,[],[],[]
58,113,7,72,44,There's no movement in the room after 5 minutes,I'm alone in my house and I leave the room.,The lights fade.,2016-08-12 10:51:50,1,113,0.0,1.5,3.5,"[ 0.7574313  -0.81759614 -0.4958371  ...  0.16348022 -0.7266616
  0.18112777]","[-0.54060715  0.84009     0.00195105 ...  1.271078   -0.28277907
  0.5492124 ]","[-0.3664606  -1.6365675  -0.6330997  ...  0.19405456 -0.37800524
 -0.11405458]","[-0.14963642 -1.6140735  -1.1269857  ...  1.6286128  -1.3874459
  0.61628556]",18,11,13,[],[],[]
59,116,10,72,44,"There's almost no movement in the living room. The sensor is detecting my location and where I am.
",I'm reading a book in the living room.,Lights next to me should adjust their brightness to focus on me while the others should dim.,2016-08-12 10:57:05,1,116,0.0,3.5,3.0,"[-0.12682787 -1.083148   -1.3259326  ...  0.81255615 -0.27417234
  1.1540599 ]","[-0.34418768  0.90406114  0.03005256 ...  0.49348697 -1.7719123
  0.73855054]","[ 0.12460233  0.38292888 -1.4916872  ...  0.4706256  -1.2477708
 -0.4254879 ]","[-0.34641322  0.20384198 -2.7875671  ...  1.7766688  -3.2938554
  1.4671226 ]",0,24,8,[],[],[]
60,118,10,76,47,"It's evening and the overhead light was on, but dimmed.",I walk up to my stove with something simmering on it.,The overhead light should brighten up to max so that I can examine whatever I'm cooking. ,2016-08-12 15:59:37,1,118,4.0,4.0,4.0,"[-0.45591792  0.93118894 -0.41514903 ...  1.2888039  -0.6454417
 -0.06739817]","[-0.3215544   0.5884465  -0.9280979  ...  0.20316926 -1.2927059
  0.04007097]","[ 1.0581288  -0.40921748 -0.4192454  ... -0.5797115  -1.6647048
 -0.6989899 ]","[ 0.2806565   1.110418   -1.7624924  ...  0.9122617  -3.6028523
 -0.72631717]",13,13,20,[],[],[]
61,122,8,84,48,"The animal does not count as a person, thus it is not authorized.","An animal (family pet, either a dog or a cat) walks into the room.",The room should not turn on the lights to enhance convenience or safety.,2016-08-12 16:00:24,1,122,4.5,1.5,4.0,[-1.265992  -0.4719466 -0.146768  ... -0.3086708  0.5884506  1.0217539],"[-0.05938656 -0.380057   -0.6597703  ...  0.06570047  0.21063077
  0.08694348]","[ 1.2092237  -0.78062755 -1.4539566  ...  0.3366859  -0.0143712
  0.9316598 ]","[-0.11615486 -1.6326312  -2.260495   ...  0.09371558  0.78471017
  2.040357  ]",1,22,3,[],[],[]
62,123,9,87,48,It is dark outside; the bird is much smaller than a person.,A bird flies by the home.,The lights should not turn on.,2016-08-12 16:01:02,1,123,4.5,3.5,4.5,"[-0.46199226  0.12937418 -0.37244356 ... -0.0275216  -0.9368039
  0.93795335]","[-0.07349262 -0.24507192 -0.17431118 ... -0.31684664  0.38873142
 -0.23464772]","[ 0.27441224 -0.06083144 -0.43610346 ... -0.45985875 -1.4008428
  0.28403962]","[-0.26107264 -0.17652917 -0.9828582  ... -0.804227   -1.9489152
  0.9873452 ]",13,7,11,[],[],[]
63,125,9,84,48,The stray animal is not authorized and is not considered a potential intruder that needs to be scared off.,A stray animal walks through the front yard of the home.,The home does not automatically turn on lights because the animal does not need to be scared off.,2016-08-12 16:02:43,1,125,-1.0,3.0,3.5,"[-0.79439634 -0.89381975 -0.7706501  ... -0.7073632   0.6099192
  1.0054848 ]","[-0.26308304 -0.42430064 -0.7540223  ... -0.04869568  0.38072416
  1.1618097 ]","[ 0.36690155 -1.4925528  -1.1182406  ... -0.08698074 -0.503189
  0.411056  ]","[-0.69057786 -2.8106732  -2.642913   ... -0.84303963  0.48745432
  2.5783505 ]",1,22,3,[],[],[]
64,126,8,87,48,It is day time.,A person walks into the room.,The lights should not turn on.,2016-08-12 16:02:48,1,126,4.0,2.0,4.5,"[-0.808979   -0.27102292  0.15348622 ...  0.16759264 -1.3957936
 -0.08573538]","[-0.07349262 -0.24507192 -0.17431118 ... -0.31684664  0.38873142
 -0.23464772]","[ 1.2444471  -0.9327469  -0.17598414 ...  0.39446992 -0.39511287
  0.57756364]","[ 0.36197552 -1.4488417  -0.1968091  ...  0.24521592 -1.402175
  0.25718054]",19,7,2,[],[],[]
65,131,7,98,50,I am not making noise or moving.,I fall asleep on the couch for an afternoon nap for 2 hours.,The lights should fade off in the room to save energy.,2016-08-12 16:04:16,1,131,4.0,2.0,4.0,"[-1.0217125  -0.8484446  -0.09730035 ... -1.0337156  -0.51723456
  0.49429107]","[-0.6319047   0.5213068   0.15496197 ...  1.6257669   0.04225938
 -0.18242086]","[ 1.0037313  -0.4612686  -0.59413    ... -0.0043432   0.43777853
  0.5336736 ]","[-0.649886   -0.7884063  -0.5364684  ...  0.5877081  -0.03719665
  0.84554374]",18,18,0,[],[],[]
66,136,8,98,50,I have entered a room and the home should automatically turn on the lights in that room.,I hear a noise downstairs at night.  I walk into the dark dining room.,The lights turn on so that I can find where the noise is coming from.,2016-08-12 16:06:46,1,136,4.5,4.0,4.0,"[ 0.5415822  -0.05232955 -0.31848872 ...  0.3939813  -1.2788146
 -0.3114685 ]","[-0.17620927  0.92744786  0.5310905  ... -0.00378517 -1.0082412
 -0.28318924]","[ 0.02635152  0.11397349 -0.3036536  ... -0.23352939 -1.4527884
  0.33919325]","[ 0.39172447  0.9890918  -0.09105182 ...  0.15666674 -3.739844
 -0.2554645 ]",16,23,17,[],[],[]
67,137,8,86,49,It is night time. The room is empty and the lights are off. The motion of the person entering the room is detected. The lights are authorized to turn on.,A person enters the room.,The lights turn on automatically so the person can see in the room.,2016-08-12 16:07:24,1,137,4.5,1.5,4.0,"[-0.17334016 -0.6037986  -0.2874755  ...  1.1729746  -0.35706758
 -0.70514977]","[-0.4726599   0.10881883 -0.28107017 ...  0.4579597  -0.793949
 -0.29361677]","[ 1.1121902  -0.70897317 -0.1051277  ...  0.29826543 -0.8946016
  0.44819522]","[ 0.46619022 -1.203953   -0.6736734  ...  1.9291997  -2.045618
 -0.5505713 ]",9,15,2,[],[],[]
68,138,7,88,49,"There is no noise in the room, The tv is shut off and no one is there. Lights are set to fade off the lights in that room when myself or someone else isn't present.",I leave my living room after watching tv and decide to go to sleep.,Lights should automically fade to save energy.,2016-08-12 16:07:48,1,138,0.0,2.5,4.0,"[-0.13274434 -1.3624275   0.00743268 ...  0.8301091  -1.0252713
  0.2051426 ]","[-0.6323918   0.9308805   0.4626749  ...  1.0791527   0.3812566
  0.14077689]","[-0.04349379 -0.48632163 -0.78516847 ...  0.75006056  0.5473157
  0.4186727 ]","[-0.80862993 -0.9178687  -0.31506088 ...  2.6593223  -0.09669897
  0.7645922 ]",6,11,5,[],[],[]
